iter	Passed	Remaining
1669	15571	3077
1670	15580	3067
1671	15587	3057
1672	15594	3048
1673	15616	3041
1674	15623	3031
1675	15631	3021
1676	15639	3012
1677	15651	3003
1678	15659	2993
1679	15667	2984
1680	15679	2975
1681	15705	2969
1682	15716	2960
1683	15722	2950
1684	15730	2940
1685	15743	2932
1686	15751	2922
1687	15764	2913
1688	15771	2903
1689	15786	2895
1690	15793	2886
1691	15800	2876
1692	15808	2866
1693	15815	2856
1694	15824	2847
1695	15850	2841
1696	15866	2832
1697	15878	2824
1698	15890	2815
1699	15897	2805
1700	15914	2797
1701	15921	2787
1702	15932	2778
1703	15940	2769
1704	15953	2760
1705	15960	2750
1706	15967	2740
1707	15975	2731
1708	15984	2721
1709	15998	2713
1710	16004	2703
1711	16011	2693
1712	16017	2683
1713	16023	2673
1714	16035	2664
1715	16043	2655
1716	16050	2645
1717	16058	2635
1718	16068	2626
1719	16076	2617
1720	16083	2607
1721	16093	2598
1722	16107	2589
1723	16123	2581
1724	16130	2571
1725	16138	2561
1726	16147	2552
1727	16155	2543
1728	16163	2533
1729	16170	2523
1730	16177	2514
1731	16187	2504
1732	16194	2495
1733	16200	2485
1734	16208	2475
1735	16214	2465
1736	16225	2456
1737	16232	2447
1738	16239	2437
1739	16246	2427
1740	16253	2417
1741	16261	2408
1742	16268	2398
1743	16275	2389
1744	16282	2379
1745	16297	2370
1746	16305	2361
1747	16312	2351
1748	16319	2342
1749	16327	2332
1750	16333	2322
1751	16340	2313
1752	16347	2303
1753	16353	2293
1754	16365	2284
1755	16377	2275
1756	16384	2266
1757	16396	2257
1758	16405	2247
1759	16413	2238
1760	16421	2228
1761	16429	2219
1762	16437	2209
1763	16447	2200
1764	16456	2191
1765	16501	2186
1766	16522	2178
1767	16534	2169
1768	16547	2160
1769	16555	2151
1770	16561	2141
1771	16568	2131
1772	16583	2123
1773	16602	2115
1774	16610	2105
1775	16621	2096
1776	16633	2087
1777	16642	2078
1778	16651	2068
1779	16663	2059
1780	16672	2050
1781	16690	2041
1782	16707	2033
1783	16744	2027
1784	16761	2018
1785	16794	2012
1786	16837	2006
1787	16872	2000
1788	16948	1999
1789	16970	1990
1790	16978	1981
1791	16986	1971
1792	16994	1962
1793	17019	1954
1794	17051	1947
1795	17059	1937
1796	17072	1928
1797	17080	1918
1798	17087	1909
1799	17104	1900
1800	17114	1891
1801	17123	1881
1802	17131	1871
1803	17149	1863
1804	17165	1854
1805	17173	1844
1806	17181	1835
1807	17188	1825
1808	17197	1815
1809	17204	1805
1810	17211	1796
1811	17219	1786
1812	17229	1777
1813	17236	1767
1814	17245	1757
1815	17253	1748
1816	17262	1738
1817	17272	1729
1818	17280	1719
1819	17289	1709
1820	17302	1700
1821	17310	1691
1822	17317	1681
1823	17325	1671
1824	17334	1662
1825	17344	1652
1826	17352	1643
1827	17360	1633
1828	17368	1623
1829	17383	1614
1830	17391	1605
1831	17398	1595
1832	17406	1585
1833	17417	1576
1834	17425	1566
1835	17433	1557
1836	17441	1547
1837	17451	1538
1838	17459	1528
1839	17469	1519
1840	17477	1509
1841	17489	1500
1842	17502	1490
1843	17510	1481
1844	17518	1471
1845	17533	1462
1846	17540	1453
1847	17548	1443
1848	17558	1433
1849	17570	1424
1850	17578	1414
1851	17586	1405
1852	17593	1395
1853	17599	1385
1854	17607	1376
1855	17616	1366
1856	17624	1357
1857	17632	1347
1858	17641	1338
1859	17650	1328
1860	17657	1318
1861	17665	1309
1862	17674	1299
1863	17682	1290
1864	17688	1280
1865	17694	1270
1866	17702	1261
1867	17713	1251
1868	17720	1242
1869	17727	1232
1870	17735	1222
1871	17742	1213
1872	17753	1203
1873	17760	1194
1874	17767	1184
1875	17776	1174
1876	17785	1165
1877	17793	1155
1878	17801	1146
1879	17811	1136
1880	17821	1127
1881	17828	1117
1882	17836	1108
1883	17844	1098
1884	17859	1089
1885	17868	1080
1886	17876	1070
1887	17884	1060
1888	17893	1051
1889	17907	1042
1890	17919	1032
1891	17927	1023
1892	17937	1013
1893	17950	1004
1894	17958	995
1895	17966	985
1896	17974	975
1897	17985	966
1898	17993	956
1899	18001	947
1900	18014	938
1901	18022	928
1902	18030	919
1903	18037	909
1904	18045	899
1905	18057	890
1906	18064	880
1907	18071	871
1908	18080	861
1909	18088	852
1910	18094	842
1911	18101	833
1912	18109	823
1913	18119	814
1914	18128	804
1915	18135	795
1916	18142	785
1917	18149	775
1918	18162	766
1919	18172	757
1920	18180	747
1921	18188	738
1922	18195	728
1923	18202	719
1924	18211	709
1925	18219	700
1926	18228	690
1927	18237	681
1928	18244	671
1929	18251	661
1930	18258	652
1931	18265	642
1932	18272	633
1933	18279	623
1934	18289	614
1935	18311	605
1936	18321	595
1937	18328	586
1938	18336	576
1939	18343	567
1940	18350	557
1941	18357	548
1942	18376	539
1943	18387	529
1944	18396	520
1945	18404	510
1946	18412	501
1947	18420	491
1948	18428	482
1949	18436	472
1950	18444	463
1951	18451	453
1952	18459	444
1953	18467	434
1954	18476	425
1955	18487	415
1956	18495	406
1957	18504	396
1958	18519	387
1959	18534	378
1960	18548	368
1961	18562	359
1962	18569	350
1963	18583	340
1964	18594	331
1965	18609	321
1966	18624	312
1967	18632	302
1968	18642	293
1969	18658	284
1970	18671	274
1971	18679	265
1972	18686	255
1973	18695	246
1974	18703	236
1975	18709	227
1976	18716	217
1977	18728	208
1978	18743	198
1979	18758	189
1980	18777	180
1981	18793	170
1982	18806	161
1983	18821	151
1984	18835	142
1985	18848	132
1986	18857	123
1987	18864	113
1988	18872	104
1989	18878	94
1990	18884	85
1991	18894	75
1992	18901	66
1993	18908	56
1994	18918	47
1995	18927	37
1996	18937	28
1997	18951	18
1998	18964	9
1999	18977	0
