iter	RMSE
1652	0.9787243438
1653	0.9784243718
1654	0.9783023433
1655	0.9779764846
1656	0.9777989552
1657	0.9777882067
1658	0.9777761617
1659	0.9776149063
1660	0.9776042227
1661	0.97748888
1662	0.9772618958
1663	0.9772504053
1664	0.9772390804
1665	0.9768660146
1666	0.9766858018
1667	0.9765118253
1668	0.9763826316
1669	0.9763702097
1670	0.9762032648
1671	0.9761919571
1672	0.9759765254
1673	0.9756529732
1674	0.9756414311
1675	0.9754195505
1676	0.9752175962
1677	0.9750779509
1678	0.9748432239
1679	0.9746459634
1680	0.9743694553
1681	0.9740017611
1682	0.9738632519
1683	0.9738526245
1684	0.9737618483
1685	0.9737163676
1686	0.9735013122
1687	0.9732565007
1688	0.9730135184
1689	0.9727112861
1690	0.9724822806
1691	0.9724722476
1692	0.9723564682
1693	0.9721395113
1694	0.9720077645
1695	0.9718664105
1696	0.9718466579
1697	0.9716911802
1698	0.971508844
1699	0.9714939362
1700	0.9713848318
1701	0.9711469102
1702	0.9709390009
1703	0.9709301941
1704	0.970920327
1705	0.9707658964
1706	0.9707548344
1707	0.9707431505
1708	0.9705378877
1709	0.9705232097
1710	0.9705107946
1711	0.9702149501
1712	0.9702044109
1713	0.9701924157
1714	0.9701813135
1715	0.9700345811
1716	0.9696883221
1717	0.9695326222
1718	0.9695208253
1719	0.969205296
1720	0.9689956142
1721	0.9687089898
1722	0.9683498311
1723	0.9683403316
1724	0.968329377
1725	0.9680640402
1726	0.9679735606
1727	0.9679282333
1728	0.9676794651
1729	0.9676286985
1730	0.967617645
1731	0.967485125
1732	0.9672832605
1733	0.9671613888
1734	0.9670188511
1735	0.9670079884
1736	0.9666915961
1737	0.9665524031
1738	0.9663138341
1739	0.9663041212
1740	0.9660761506
1741	0.9659182779
1742	0.9656236722
1743	0.9653736465
1744	0.9653598303
1745	0.9650793771
1746	0.9649217694
1747	0.9647308272
1748	0.9645548009
1749	0.9644257443
1750	0.9643966021
1751	0.9643864991
1752	0.9641399906
1753	0.9639139429
1754	0.963755513
1755	0.9635529338
1756	0.9634812394
1757	0.9633213912
1758	0.963149802
1759	0.9630189426
1760	0.9628261679
1761	0.9625529197
1762	0.9623377178
1763	0.9622991933
1764	0.9621141913
1765	0.9618827069
1766	0.9618215205
1767	0.9618079949
1768	0.9616277602
1769	0.9615190453
1770	0.9614263747
1771	0.9614155425
1772	0.9611492663
1773	0.9611307185
1774	0.9610059819
1775	0.9608032082
1776	0.9607936396
1777	0.960616385
1778	0.9606064095
1779	0.9604282909
1780	0.960418036
1781	0.9603440322
1782	0.9600440374
1783	0.9597672986
1784	0.9594920994
1785	0.9594814719
1786	0.959470846
1787	0.9591524012
1788	0.9591420144
1789	0.9589991586
1790	0.9589886456
1791	0.9586368375
1792	0.9584899748
1793	0.9584782274
1794	0.9584671824
1795	0.9584600018
1796	0.9582148984
1797	0.9582013035
1798	0.9579227854
1799	0.9577274606
1800	0.9576071579
1801	0.9574507426
1802	0.9573132019
1803	0.957121433
1804	0.9569895214
1805	0.9567442491
1806	0.9565234115
1807	0.956330708
1808	0.9563207426
1809	0.9563101105
1810	0.9562049269
1811	0.9560259253
1812	0.9560179371
1813	0.9558510345
1814	0.9558396944
1815	0.9555234854
1816	0.9554152685
1817	0.9551484222
1818	0.9549972131
1819	0.9548516537
1820	0.9545995136
1821	0.9543912608
1822	0.954165654
1823	0.9539395086
1824	0.9537501975
1825	0.953560116
1826	0.9534886449
1827	0.953079855
1828	0.953040789
1829	0.9530299319
1830	0.9529783276
1831	0.9526762733
1832	0.9526659767
1833	0.9526578487
1834	0.952462053
1835	0.9521793912
1836	0.9520641259
1837	0.9517751982
1838	0.9516664508
1839	0.9515022293
1840	0.9513223223
1841	0.9512171798
1842	0.9510596535
1843	0.9508624052
1844	0.9506817205
1845	0.9504470562
1846	0.9504326038
1847	0.9503901655
1848	0.9503769159
1849	0.9500772377
1850	0.9500659934
1851	0.9498461332
1852	0.9497148121
1853	0.9496682999
1854	0.9494263339
1855	0.9492507545
1856	0.949238014
1857	0.9490331583
1858	0.9490232138
1859	0.9488281081
1860	0.9488182721
1861	0.9485639902
1862	0.9483937404
1863	0.9480702712
1864	0.9480610244
1865	0.9478286424
1866	0.9478181521
1867	0.9478066342
1868	0.9476200061
1869	0.9473525547
1870	0.9471863686
1871	0.9469280131
1872	0.946921209
1873	0.9468791324
1874	0.9467499064
1875	0.9465510701
1876	0.9464126464
1877	0.9464026837
1878	0.9461471708
1879	0.9461367517
1880	0.9459924774
1881	0.9459826975
1882	0.9455472308
1883	0.9450839357
1884	0.9447910024
1885	0.9445927104
1886	0.9444749279
1887	0.9442140465
1888	0.9441080221
1889	0.9438820901
1890	0.9437349206
1891	0.9437255693
1892	0.9435163751
1893	0.9435063634
1894	0.9433216087
1895	0.9430920805
1896	0.9430453574
1897	0.9427249855
1898	0.9425392831
1899	0.9424863021
1900	0.9423828313
1901	0.9420382673
1902	0.9418333194
1903	0.9416148742
1904	0.941393878
1905	0.9412027312
1906	0.9409838209
1907	0.9408800006
1908	0.9406502987
1909	0.9406363407
1910	0.940625942
1911	0.9406149739
1912	0.9406077087
1913	0.9405980468
1914	0.9404268615
1915	0.9404184282
1916	0.940261128
1917	0.9400649192
1918	0.9400566627
1919	0.9397609439
1920	0.9395786937
1921	0.9395670934
1922	0.9393298711
1923	0.9391501983
1924	0.9389307819
1925	0.9386016684
1926	0.9385923094
1927	0.9385464257
1928	0.9383716003
1929	0.9382302649
1930	0.9382210086
1931	0.9380396953
1932	0.9380303405
1933	0.9380190557
1934	0.9378536354
1935	0.9375657787
1936	0.9374734189
1937	0.9374633588
1938	0.9374356682
1939	0.9373486007
1940	0.9372541082
1941	0.9369829974
1942	0.9368329219
1943	0.9364916051
1944	0.936482219
1945	0.9362860433
1946	0.9362768246
1947	0.9362219735
1948	0.9362127893
1949	0.9362024103
1950	0.9359560856
1951	0.9356523663
1952	0.9356042633
1953	0.9355950844
1954	0.9354105922
1955	0.935402072
1956	0.9353923685
1957	0.9351954643
1958	0.9351530847
1959	0.934983697
1960	0.9348601649
1961	0.9346883847
1962	0.9343993437
1963	0.9340772452
1964	0.9338036164
1965	0.9336277488
1966	0.9334878502
1967	0.9334759685
1968	0.9333143302
1969	0.9332699812
1970	0.9332592989
1971	0.9329126893
1972	0.9329021131
1973	0.9327646284
1974	0.9327560143
1975	0.9326050896
1976	0.9325010704
1977	0.9324904043
1978	0.9322750289
1979	0.9319854092
1980	0.9317775535
1981	0.931588448
1982	0.9315460386
1983	0.9313731369
1984	0.931364084
1985	0.9311792343
1986	0.9310989155
1987	0.9308661262
1988	0.9308577433
1989	0.9306804486
1990	0.9306709249
1991	0.9304475525
1992	0.9302054937
1993	0.930048646
1994	0.9300365981
1995	0.9299922589
1996	0.9298507689
1997	0.9297185114
1998	0.9295250179
1999	0.9295157408
