iter	RMSE
522	1.2544099
523	1.254370721
524	1.253958515
525	1.253527471
526	1.253469006
527	1.252869678
528	1.252410069
529	1.251968102
530	1.25193218
531	1.251437778
532	1.250622746
533	1.249972462
534	1.249921615
535	1.249631525
536	1.24933376
537	1.248886907
538	1.248417724
539	1.247935557
540	1.247442937
541	1.247407012
542	1.247094983
543	1.246595612
544	1.245793852
545	1.24535119
546	1.244822273
547	1.244784784
548	1.244169659
549	1.243672791
550	1.243269177
551	1.242907836
552	1.242867216
553	1.242840693
554	1.242349033
555	1.241865608
556	1.241416628
557	1.240569435
558	1.240530108
559	1.240504025
560	1.239644783
561	1.239582527
562	1.239099451
563	1.238655977
564	1.23819515
565	1.237725797
566	1.237114447
567	1.236815016
568	1.236289061
569	1.236261056
570	1.23623825
571	1.235945386
572	1.235902997
573	1.235242971
574	1.234371711
575	1.233803861
576	1.233146493
577	1.232725693
578	1.232591211
579	1.232550416
580	1.231883139
581	1.231198815
582	1.230783915
583	1.230746223
584	1.230117355
585	1.230079921
586	1.229469342
587	1.228921118
588	1.228378998
589	1.22773747
590	1.227325331
591	1.226870749
592	1.226831943
593	1.226345067
594	1.226036794
595	1.225551001
596	1.225166207
597	1.224718176
598	1.224121713
599	1.224096599
600	1.223621612
601	1.223293713
602	1.222476817
603	1.222033211
604	1.221520712
605	1.220927299
606	1.220386602
607	1.219838773
608	1.219551075
609	1.219084036
610	1.218571084
611	1.218100782
612	1.217593541
613	1.217570314
614	1.216795299
615	1.216222144
616	1.215904241
617	1.215528896
618	1.21544975
619	1.214970391
620	1.214518216
621	1.214480221
622	1.213976023
623	1.213570742
624	1.213156417
625	1.213130817
626	1.212399997
627	1.21191021
628	1.211488715
629	1.211445657
630	1.211015119
631	1.210607277
632	1.210581998
633	1.210111759
634	1.210062896
635	1.209759192
636	1.209722707
637	1.209698585
638	1.209268652
639	1.208945138
640	1.208248501
641	1.207696997
642	1.207400759
643	1.206954068
644	1.206563621
645	1.205678141
646	1.204703134
647	1.204211228
648	1.204170385
649	1.204134046
650	1.20345413
651	1.202867756
652	1.202830997
653	1.202378937
654	1.202348207
655	1.201707922
656	1.201088193
657	1.201034215
658	1.200243282
659	1.199832176
660	1.199394123
661	1.199064805
662	1.199029565
663	1.198667203
664	1.198021813
665	1.197722155
666	1.197313648
667	1.196834988
668	1.196810336
669	1.196289342
670	1.196268156
671	1.195737414
672	1.195350753
673	1.195323794
674	1.194839876
675	1.1945693
676	1.194181843
677	1.194158119
678	1.194106341
679	1.193737136
680	1.193701706
681	1.193108357
682	1.192709866
683	1.19268614
684	1.192589685
685	1.192088367
686	1.191792101
687	1.191391702
688	1.190613322
689	1.190132482
690	1.189618718
691	1.189170224
692	1.188904075
693	1.188668766
694	1.188162281
695	1.187783115
696	1.187383391
697	1.18704033
698	1.186698033
699	1.186389849
700	1.185869868
701	1.18548985
702	1.185183954
703	1.185145971
704	1.184744982
705	1.18432957
706	1.184106146
707	1.184071869
708	1.183713623
709	1.183689974
710	1.18366428
711	1.183382711
712	1.183355566
713	1.18279392
714	1.18241119
715	1.182009359
716	1.181932744
717	1.181891844
718	1.181442081
719	1.180600094
720	1.17984064
721	1.179389981
722	1.179032096
723	1.179009006
724	1.178463111
725	1.178440058
726	1.178414913
727	1.177992598
728	1.177970205
729	1.177312641
730	1.17729035
731	1.176939483
732	1.176284329
733	1.176046449
734	1.176014035
735	1.175606339
736	1.175284101
737	1.175198251
738	1.174772055
739	1.174750166
740	1.174728356
741	1.174337861
742	1.174316339
743	1.173823323
744	1.173803984
745	1.173394805
746	1.172999991
747	1.172614854
748	1.172585197
749	1.172564104
750	1.172542839
751	1.172247642
752	1.172216953
753	1.171516708
754	1.171051596
755	1.170571189
756	1.170119532
757	1.169724246
758	1.169296359
759	1.1692755
760	1.168990772
761	1.168605477
762	1.168203391
763	1.168173287
764	1.168142933
765	1.16811465
766	1.167691749
767	1.167291073
768	1.166673773
769	1.166321717
770	1.166292747
771	1.166004759
772	1.165619277
773	1.165038395
774	1.164180434
775	1.163737426
776	1.163378725
777	1.163349484
778	1.162938576
779	1.162730506
780	1.1627101
781	1.162681465
782	1.162658534
783	1.161930297
784	1.161909987
785	1.161586083
786	1.16156629
787	1.161304204
788	1.161282192
789	1.161258828
790	1.160997556
791	1.16055224
792	1.16034215
793	1.16013618
794	1.159443536
795	1.158763396
796	1.158381249
797	1.157921993
798	1.157364201
799	1.157196684
800	1.156874877
801	1.156698502
802	1.155996599
803	1.155589529
804	1.155559139
805	1.154940864
806	1.154521576
807	1.154112816
808	1.153702626
809	1.153674894
810	1.153486739
811	1.153119583
812	1.152779049
813	1.152710248
814	1.152079807
815	1.151884992
816	1.15129596
817	1.15099136
818	1.150580686
819	1.149953911
820	1.149598494
821	1.149578654
822	1.149556153
823	1.149476341
824	1.149098319
825	1.148911015
826	1.148411762
827	1.148206001
828	1.147952648
829	1.147634533
830	1.147610602
831	1.147342267
832	1.147038706
833	1.146704418
834	1.146444004
835	1.145858244
836	1.145838456
837	1.145808848
838	1.14572683
839	1.145168155
840	1.144803033
841	1.144502634
842	1.144389588
843	1.143983666
844	1.143286261
845	1.142701786
846	1.142485833
847	1.14226858
848	1.141631418
849	1.141058035
850	1.141036731
851	1.140502299
852	1.140152024
853	1.139702866
854	1.139674888
855	1.138906746
856	1.138558036
857	1.138208298
858	1.137813005
859	1.137656979
860	1.137270449
861	1.13703953
862	1.137013147
863	1.136994529
864	1.136975122
865	1.136605387
866	1.136347772
867	1.136087458
868	1.135478947
869	1.135274285
870	1.135247092
871	1.134905608
872	1.134764808
873	1.13440878
874	1.133944687
875	1.133662498
876	1.133342475
877	1.133322642
878	1.133303105
879	1.132765251
880	1.132740136
881	1.132715717
882	1.132696728
883	1.132156409
884	1.131514898
885	1.131315596
886	1.131246165
887	1.131227655
888	1.130939696
889	1.130921954
890	1.130904394
891	1.1305564
892	1.129970226
893	1.129401993
894	1.128884599
895	1.12854952
896	1.128287261
897	1.128258683
898	1.128234132
899	1.128217292
900	1.127749807
901	1.127584241
902	1.127162399
903	1.126894553
904	1.126667242
905	1.1262642
906	1.125951859
907	1.12593294
908	1.125572527
909	1.125162214
910	1.12514378
911	1.125119685
912	1.125093587
913	1.124364138
914	1.123865685
915	1.123234229
916	1.123215623
917	1.122941083
918	1.122315671
919	1.122062795
920	1.121778346
921	1.121734282
922	1.121256601
923	1.120665937
924	1.120336809
925	1.120318277
926	1.120005343
927	1.119608795
928	1.119302479
929	1.118937823
930	1.118486
931	1.118242101
932	1.117924228
933	1.117635792
934	1.117610534
935	1.11756946
936	1.117547142
937	1.11752963
938	1.117225983
939	1.117210038
940	1.116964877
941	1.116509395
942	1.11648425
943	1.116157353
944	1.115804801
945	1.115304143
946	1.115220214
947	1.114957624
948	1.114787774
949	1.114589683
950	1.114343583
951	1.114130665
952	1.113751264
953	1.113732701
954	1.113323608
955	1.113047758
956	1.112786625
957	1.112493872
958	1.112476645
959	1.111995101
960	1.111632643
961	1.111334892
962	1.111010163
963	1.110991566
964	1.110569567
965	1.110080754
966	1.109643778
967	1.10941404
968	1.109392192
969	1.109134829
970	1.108938479
971	1.108919357
972	1.108901608
973	1.108882854
974	1.108488938
975	1.10824663
976	1.107763913
977	1.107563005
978	1.107107302
979	1.107089738
980	1.107071429
981	1.106803596
982	1.106323667
983	1.105947735
984	1.105637833
985	1.105054497
986	1.10468668
987	1.104667047
988	1.104649523
989	1.104632206
990	1.10437279
991	1.103901297
992	1.103883351
993	1.103482063
994	1.103247905
995	1.103205421
996	1.102892041
997	1.102409948
998	1.101831022
999	1.101811915
1000	1.101437642
1001	1.101026292
1002	1.100928408
1003	1.100911744
1004	1.10089377
1005	1.100550304
1006	1.100271625
1007	1.099976187
1008	1.099669605
1009	1.099334132
1010	1.099316496
1011	1.098944321
1012	1.098518215
1013	1.098214321
1014	1.09819599
1015	1.097811909
1016	1.097553232
1017	1.097530438
1018	1.097307039
1019	1.096958986
1020	1.096819674
1021	1.096800895
1022	1.096331825
1023	1.096106878
1024	1.095785327
1025	1.095468256
1026	1.095079593
1027	1.094759542
1028	1.094633306
1029	1.094615782
1030	1.094085353
1031	1.093732259
1032	1.093714957
1033	1.093355904
1034	1.092907115
1035	1.092612667
1036	1.092454097
1037	1.092223362
1038	1.091894544
1039	1.091546244
1040	1.091528945
1041	1.091306863
1042	1.090916269
1043	1.090404248
1044	1.089835845
1045	1.089597857
1046	1.089582205
1047	1.089521064
1048	1.089504684
1049	1.089210055
1050	1.089194105
1051	1.089177794
1052	1.088575355
1053	1.088231195
1054	1.087877089
1055	1.08756219
1056	1.087347422
1057	1.086986492
1058	1.086970289
1059	1.086725086
1060	1.086529371
1061	1.086336183
1062	1.086107476
1063	1.085837524
1064	1.085614446
1065	1.085381663
1066	1.085218015
1067	1.085203441
1068	1.0848452
1069	1.084571202
1070	1.084405446
1071	1.084188062
1072	1.083978689
1073	1.083961766
1074	1.083647769
1075	1.083261493
1076	1.083056429
1077	1.082680878
1078	1.082417654
1079	1.082394443
1080	1.082378477
1081	1.082360511
1082	1.082338726
1083	1.082014254
1084	1.081796069
1085	1.081481873
1086	1.081466166
1087	1.081450386
1088	1.081202105
1089	1.080952512
1090	1.080355497
1091	1.080335261
1092	1.079914263
1093	1.079440542
1094	1.079141988
1095	1.078746946
1096	1.078731076
1097	1.078566742
1098	1.078266332
1099	1.078247207
1100	1.077967858
1101	1.077952138
1102	1.077620444
1103	1.077270479
1104	1.076870183
1105	1.076857074
1106	1.076633192
1107	1.076616871
1108	1.07655711
1109	1.07654118
1110	1.076467414
1111	1.076237023
1112	1.075899365
1113	1.075883304
1114	1.075448558
1115	1.075267139
1116	1.075117848
1117	1.074851959
1118	1.074606428
1119	1.07432885
1120	1.074053272
1121	1.073914793
1122	1.073707156
1123	1.073694928
1124	1.073672788
1125	1.073424188
1126	1.07314115
1127	1.072950389
1128	1.072927352
1129	1.072552394
1130	1.072296188
1131	1.072063271
1132	1.071888236
1133	1.071689209
1134	1.071371752
1135	1.071356801
1136	1.071196042
1137	1.070955761
1138	1.07084636
1139	1.07051157
1140	1.070223516
1141	1.07001901
1142	1.06970031
1143	1.06968159
1144	1.069456991
1145	1.06941728
1146	1.06901136
1147	1.068994288
1148	1.068645598
1149	1.068419062
1150	1.068403066
1151	1.068388205
1152	1.068038072
1153	1.067689544
1154	1.06738301
1155	1.067177107
1156	1.066823638
1157	1.066807081
1158	1.066756898
1159	1.066742269
1160	1.066559462
1161	1.066539444
1162	1.066522506
1163	1.066506768
1164	1.066303219
1165	1.065894
1166	1.065481064
1167	1.065464879
1168	1.065311865
1169	1.065044902
1170	1.065030791
1171	1.064704333
1172	1.064560683
1173	1.064307899
1174	1.064115384
1175	1.063970048
1176	1.063911701
1177	1.063510477
1178	1.063494913
1179	1.063224054
1180	1.062867209
1181	1.062748666
1182	1.062556868
1183	1.06221925
1184	1.061871071
1185	1.061669674
1186	1.061443926
1187	1.061140876
1188	1.060844916
1189	1.060489041
1190	1.060273099
1191	1.060077701
1192	1.059647505
1193	1.059633581
1194	1.05934832
1195	1.059331839
1196	1.058819584
1197	1.058651734
1198	1.058590541
1199	1.058349346
1200	1.058334421
1201	1.058320121
1202	1.058304491
1203	1.058024499
1204	1.057809888
1205	1.057605498
1206	1.057450091
1207	1.057195186
1208	1.056770541
1209	1.056525725
1210	1.056271371
1211	1.055905624
1212	1.055887233
1213	1.055874943
1214	1.055705864
1215	1.05543538
1216	1.055219805
1217	1.054943478
1218	1.054691548
1219	1.054425462
1220	1.054129709
1221	1.053861835
1222	1.053666563
1223	1.053499865
1224	1.053329652
1225	1.053127999
1226	1.053066844
1227	1.052831075
1228	1.052495467
1229	1.052480378
1230	1.052254857
1231	1.052027141
1232	1.051843599
1233	1.051366409
1234	1.051352487
1235	1.051110842
1236	1.051096096
1237	1.050806502
1238	1.050487385
1239	1.050260325
1240	1.049996373
1241	1.049982494
1242	1.049748899
1243	1.049731518
1244	1.049720604
1245	1.049705483
1246	1.049573449
1247	1.049083835
1248	1.048962226
1249	1.048796506
1250	1.048577964
1251	1.048353938
1252	1.048339483
1253	1.048117942
1254	1.047631524
1255	1.047360496
1256	1.047158351
1257	1.046844344
1258	1.046541717
1259	1.046226658
1260	1.046207009
1261	1.045920892
1262	1.045904145
1263	1.045889896
1264	1.045796765
1265	1.045452633
1266	1.045282557
1267	1.045268028
1268	1.044823086
1269	1.044806875
1270	1.044389128
1271	1.044123303
1272	1.043906518
1273	1.043747456
1274	1.043378508
1275	1.043274485
1276	1.042930969
1277	1.042919669
1278	1.042721507
1279	1.04242356
1280	1.042170302
1281	1.041697618
1282	1.041432906
1283	1.041071914
1284	1.040798203
1285	1.040783122
1286	1.04040506
1287	1.040146233
1288	1.040130294
1289	1.039995287
1290	1.039980998
1291	1.039970923
1292	1.039384224
1293	1.039210566
1294	1.03907072
1295	1.038909256
1296	1.038894184
1297	1.038881991
1298	1.038604326
1299	1.03824801
1300	1.038090516
1301	1.038077029
1302	1.037646523
1303	1.037611974
1304	1.037384463
1305	1.036979582
1306	1.036748646
1307	1.03673646
1308	1.036722441
1309	1.036707947
1310	1.036693399
1311	1.036405948
1312	1.036199947
1313	1.035973896
1314	1.035533387
1315	1.035143948
1316	1.034854199
1317	1.034842203
1318	1.034829088
1319	1.034635394
1320	1.034515671
1321	1.034502301
1322	1.034482715
1323	1.034186569
1324	1.033966058
1325	1.033729142
1326	1.033516754
1327	1.033330012
1328	1.03318808
1329	1.033027994
1330	1.03288831
1331	1.032876652
1332	1.032700924
1333	1.032662451
1334	1.032414763
1335	1.032402652
1336	1.03238353
1337	1.032373203
1338	1.032170165
1339	1.03215826
1340	1.032125865
1341	1.031816328
1342	1.031805118
1343	1.031593306
1344	1.03146633
1345	1.031274722
1346	1.031037013
1347	1.030903282
1348	1.030334417
1349	1.030030541
1350	1.029755672
1351	1.029468109
1352	1.029135926
1353	1.029124242
1354	1.028851115
1355	1.028652361
1356	1.028406676
1357	1.028262706
1358	1.028250089
1359	1.028238166
1360	1.028086749
1361	1.027922297
1362	1.027660227
1363	1.027647114
1364	1.027317422
1365	1.027036018
1366	1.026776109
1367	1.026567122
1368	1.026323532
1369	1.026149645
1370	1.026099159
1371	1.026082687
1372	1.025778847
1373	1.025637144
1374	1.025438974
1375	1.025277954
1376	1.025113915
1377	1.024721338
1378	1.024508846
1379	1.024184097
1380	1.023824286
1381	1.023810802
1382	1.023633123
1383	1.023614489
1384	1.023595978
1385	1.023582013
1386	1.023250982
1387	1.02303599
1388	1.022842252
1389	1.022543922
1390	1.022110713
1391	1.02177353
1392	1.02145407
1393	1.021254942
1394	1.020939612
1395	1.020926274
1396	1.020739458
1397	1.020728096
1398	1.020387421
1399	1.020352202
1400	1.020090895
1401	1.019947001
1402	1.019749562
1403	1.019384677
1404	1.019277034
1405	1.019261544
1406	1.019199166
1407	1.01918607
1408	1.019174172
1409	1.019098435
1410	1.0190458
1411	1.018830144
1412	1.01873538
1413	1.018554404
1414	1.018388507
1415	1.018184413
1416	1.018016435
1417	1.018004967
1418	1.017918886
1419	1.017908558
1420	1.017772308
1421	1.017761658
1422	1.017750766
1423	1.017467626
1424	1.017456201
1425	1.017241067
1426	1.017124326
1427	1.016952083
1428	1.016644278
1429	1.01642415
1430	1.016232069
1431	1.015643067
1432	1.015629609
1433	1.01543535
1434	1.01518571
1435	1.014951422
1436	1.014776083
1437	1.014580712
1438	1.01437883
1439	1.014334685
1440	1.014085166
1441	1.013983275
1442	1.013762059
1443	1.013747332
1444	1.013553477
1445	1.013539117
1446	1.013266462
1447	1.012937798
1448	1.012926217
1449	1.012906257
1450	1.012705098
1451	1.012466183
1452	1.012258928
1453	1.012066236
1454	1.012054009
1455	1.011812295
1456	1.011800671
1457	1.011791918
1458	1.011746005
1459	1.011530805
1460	1.01142529
1461	1.011215734
1462	1.010848385
1463	1.010837257
1464	1.010595283
1465	1.010583917
1466	1.010571858
1467	1.01044193
1468	1.010165305
1469	1.010075022
1470	1.009883743
1471	1.009866057
1472	1.009472158
1473	1.00929733
1474	1.009280047
1475	1.009067665
1476	1.0090548
1477	1.008499924
1478	1.008366692
1479	1.008113882
1480	1.007809592
1481	1.007798106
1482	1.007660379
1483	1.00739686
1484	1.007351952
1485	1.007339195
1486	1.007054345
1487	1.006946321
1488	1.006891016
1489	1.006625218
1490	1.006611655
1491	1.006392028
1492	1.006166095
1493	1.00585351
1494	1.00584071
1495	1.005693876
1496	1.005421116
1497	1.005409532
1498	1.005397943
1499	1.005048167
1500	1.005035413
1501	1.004709019
1502	1.004245943
1503	1.0042134
1504	1.003930202
1505	1.003918902
1506	1.003662219
1507	1.003399566
1508	1.003388004
1509	1.002992077
1510	1.002772661
1511	1.002761494
1512	1.002489317
1513	1.002479143
1514	1.002206022
1515	1.002193473
1516	1.001842405
1517	1.001483352
1518	1.001144085
1519	1.001133189
1520	1.001121718
1521	1.000865972
1522	1.000598284
1523	1.000334014
1524	0.9999734115
1525	0.9999067916
1526	0.9997227142
1527	0.9997076569
1528	0.9994607495
1529	0.9994436397
1530	0.9991376376
1531	0.9987530181
1532	0.9987408567
1533	0.9984509512
1534	0.9982215507
1535	0.9978246394
1536	0.9976271682
1537	0.9972628328
1538	0.9970560631
1539	0.9970445695
1540	0.9969626342
1541	0.9969415065
1542	0.9966705856
1543	0.9965158268
1544	0.9963880121
1545	0.9961766762
1546	0.9961626498
1547	0.9957165058
1548	0.9956268005
1549	0.9953635622
1550	0.9951982413
1551	0.9950234834
1552	0.9946326344
1553	0.9946212213
1554	0.9946089129
1555	0.9943292763
1556	0.994277811
1557	0.9939801677
1558	0.9939701669
1559	0.9937253853
1560	0.9937153213
1561	0.9937046319
1562	0.9934270972
1563	0.9934170885
1564	0.9932535703
1565	0.9932444693
1566	0.9929701162
1567	0.9927702142
1568	0.9927604291
1569	0.9927439346
1570	0.992731271
1571	0.9925520859
1572	0.9925399237
1573	0.9923604175
1574	0.9921561232
1575	0.9921401
1576	0.991961408
1577	0.9916183531
1578	0.9912870283
1579	0.9910322167
1580	0.9908405911
1581	0.9908244364
1582	0.9905565675
1583	0.9903898678
1584	0.9903773555
1585	0.9903661607
1586	0.9901782481
1587	0.9901677579
1588	0.9899518269
1589	0.9896792
1590	0.9896661437
1591	0.9896544896
1592	0.989421062
1593	0.9894099749
1594	0.9891678783
1595	0.9889635329
1596	0.988764455
1597	0.9885293228
1598	0.9883020609
1599	0.9882912051
1600	0.9880694722
1601	0.9880578838
1602	0.9879313605
1603	0.98770287
1604	0.9874414042
1605	0.9873091943
1606	0.9870800976
1607	0.9867844345
1608	0.9865528088
1609	0.9861981779
1610	0.985979123
1611	0.985838435
1612	0.9856934153
1613	0.9853470162
1614	0.9850698187
1615	0.984947403
1616	0.9847476189
1617	0.9845419602
1618	0.9842735039
1619	0.9840348514
1620	0.9840226009
1621	0.9837383936
1622	0.9834800411
1623	0.983377356
1624	0.983163331
1625	0.982942203
1626	0.9828371571
1627	0.9827786684
1628	0.9827664487
1629	0.9824555692
1630	0.9822273849
1631	0.9820780065
1632	0.9819392421
1633	0.9819239476
1634	0.9818557965
1635	0.9816329103
1636	0.9814071708
1637	0.9811992762
1638	0.9811881517
1639	0.9809743073
1640	0.9808406227
1641	0.9805054651
1642	0.9804772616
1643	0.9804616633
1644	0.9804347282
1645	0.9801614507
1646	0.9798887022
1647	0.9797254659
1648	0.9795591948
1649	0.9795484251
1650	0.9792531964
1651	0.978999111
